"Time (s) Brass","Position (m) Brass","Force (N) Brass","Speed (mm/min) Brass","Time (s) Orange Coupon","Position (m) Orange Coupon","Force (N) Orange Coupon","Speed (mm/min) Orange Coupon","Time (s) Black Coupon","Position (m) Black Coupon","Force (N) Black Coupon","Speed (mm/min) Black Coupon","Time (s) Blue Coupon","Position (m) Blue Coupon","Force (N) Blue Coupon","Speed (mm/min) Blue Coupon","Time (s) Clear Coupon","Position (m) Clear Coupon","Force (N) Clear Coupon","Speed (mm/min) Clear Coupon","Time (s) Long 1","Position (m) Long 1","Force (N) Long 1","Speed (mm/min) Long 1","Time (s) Long 2","Position (m) Long 2","Force (N) Long 2","Speed (mm/min) Long 2","Time (s) Short 1","Position (m) Short 1","Force (N) Short 1","Speed (mm/min) Short 1","Time (s) Short 2","Position (m) Short 2","Force (N) Short 2","Speed (mm/min) Short 2","Time (s) Polythylene 1","Position (m) Polythylene 1","Force (N) Polythylene 1","Speed (mm/min) Polythylene 1","Time (s) Polythylene 2","Position (m) Polythylene 2","Force (N) Polythylene 2","Speed (mm/min) Polythylene 2","Time (s) Polythylene 3","Position (m) Polythylene 3","Force (N) Polythylene 3","Speed (mm/min) Polythylene 3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.000,-0.21398,-1,-16.66,113.000,-0.17558,-142,-75.03,113.000,-0.11198,-33,-51.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.200,-0.21405,-3,-13.75,113.200,-0.17588,-145,-82.79,113.200,-0.11214,-32,-50.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.400,-0.21408,-2,-6.32,113.400,-0.17618,-147,-91.96,113.400,-0.11232,-34,-49.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.600,-0.21408,-1,-1.35,113.600,-0.17647,-148,-96.76,113.600,-0.11247,-32,-50.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.800,-0.21408,0,-0.26,113.800,-0.17683,-151,-99.31,113.800,-0.11265,-33,-50.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.000,-0.21408,1,-3.11,114.000,-0.17717,-151,-96.90,114.000,-0.11283,-34,-50.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.200,-0.21409,1,-5.90,114.200,-0.17747,-149,-96.46,114.200,-0.11297,-33,-44.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.400,-0.21414,0,-7.04,114.400,-0.17777,-148,-99.82,114.400,-0.11315,-34,-42.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.600,-0.21414,0,-5.74,114.600,-0.17816,-150,-99.48,114.600,-0.11323,-30,-46.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.800,-0.21417,0,-3.24,114.800,-0.17848,-149,-95.42,114.800,-0.11343,-32,-52.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.000,-0.21417,0,-1.59,115.000,-0.17875,-145,-93.86,115.000,-0.11362,-36,-58.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.200,-0.21417,0,0.09,115.200,-0.17908,-147,-97.76,115.200,-0.11381,-36,-57.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.400,-0.21417,1,0.41,115.400,-0.17943,-148,-99.18,115.400,-0.11401,-37,-56.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.600,-0.21417,2,0.31,115.600,-0.17975,-148,-94.56,115.600,-0.11419,-36,-54.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.800,-0.21417,2,0.44,115.800,-0.18006,-147,-87.58,115.800,-0.11436,-35,-54.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.000,-0.21417,2,0.76,116.000,-0.18034,-145,-84.84,116.000,-0.11455,-35,-56.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.200,-0.21416,2,4.59,116.200,-0.18059,-144,-87.50,116.200,-0.11473,-35,-60.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.400,-0.21416,3,14.30,116.400,-0.18092,-146,-92.23,116.400,-0.11495,-36,-65.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.600,-0.21409,6,22.28,116.600,-0.18123,-147,-93.56,116.600,-0.11517,-36,-68.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.800,-0.21396,11,25.20,116.800,-0.18154,-147,-88.58,116.800,-0.11542,-38,-68.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.000,-0.21392,14,,117.000,-0.18184,-147,-83.51,117.000,-0.11564,-36,-65.89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.200,-0.18208,-144,-84.20,117.200,-0.11585,-35,-63.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.400,-0.18236,-145,-88.77,117.400,-0.11606,-35,-61.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.600,-0.18270,-148,-91.28,117.600,-0.11626,-34,-59.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.800,-0.18299,-147,-92.07,117.800,-0.11645,-33,-58.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.000,-0.18328,-146,-95.44,118.000,-0.11664,-33,-61.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.200,-0.18363,-148,-99.97,118.200,-0.11685,-33,-65.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.400,-0.18398,-148,-95.44,118.400,-0.11710,-35,-65.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.600,-0.18430,-148,-84.98,118.600,-0.11731,-34,-60.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.800,-0.18452,-144,-78.06,118.800,-0.11750,-33,-56.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.000,-0.18478,-144,-79.48,119.000,-0.11768,-32,-55.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.200,-0.18505,-143,-86.57,119.200,-0.11787,-32,-57.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.400,-0.18536,-145,-90.63,119.400,-0.11804,-31,-60.70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.600,-0.18568,-149,-88.96,119.600,-0.11828,-34,-62.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.800,-0.18597,-147,-85.16,119.800,-0.11848,-33,-60.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.000,-0.18622,-146,-84.04,120.000,-0.11868,-34,-61.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.200,-0.18652,-147,-84.96,120.200,-0.11886,-32,-64.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.400,-0.18681,-147,-85.34,120.400,-0.11912,-35,-67.30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.600,-0.18708,-147,-86.71,120.600,-0.11932,-34,-67.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.800,-0.18737,-148,-88.83,120.800,-0.11956,-35,-65.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.000,-0.18769,-148,-90.64,121.000,-0.11976,-34,-64.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.200,-0.18797,-148,-92.23,121.200,-0.11998,-34,-65.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.400,-0.18829,-149,-91.25,121.400,-0.12019,-32,-65.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.600,-0.18861,-149,-88.21,121.600,-0.12044,-35,-62.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.800,-0.18887,-147,-84.91,121.800,-0.12061,-33,-60.30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.000,-0.18915,-147,-83.22,122.000,-0.12082,-33,-59.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.200,-0.18945,-148,-82.14,122.200,-0.12101,-33,-59.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.400,-0.18970,-146,-81.63,122.400,-0.12123,-34,-56.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.600,-0.18997,-146,-82.24,122.600,-0.12138,-32,-54.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.800,-0.19027,-146,-84.01,122.800,-0.12158,-32,-54.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.000,-0.19053,-146,-86.99,123.000,-0.12175,-32,-55.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.200,-0.19082,-147,-94.98,123.200,-0.12196,-33,-53.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.400,-0.19116,-149,-102.45,123.400,-0.12213,-32,-53.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.600,-0.19154,-150,-101.73,123.600,-0.12228,-31,-52.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.800,-0.19186,-149,-97.26,123.800,-0.12249,-33,-54.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.000,-0.19215,-147,-95.74,124.000,-0.12265,-32,-56.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.200,-0.19249,-147,-96.69,124.200,-0.12286,-33,-57.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.400,-0.19282,-146,-96.02,124.400,-0.12305,-33,-60.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.600,-0.19312,-146,-92.08,124.600,-0.12325,-33,-67.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.800,-0.19344,-146,-90.08,124.800,-0.12348,-36,-74.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.000,-0.19371,-145,-88.14,125.000,-0.12378,-39,-73.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.200,-0.19403,-145,-86.20,125.200,-0.12400,-37,-65.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.400,-0.19429,-145,-86.83,125.400,-0.12419,-35,-60.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.600,-0.19459,-146,-86.13,125.600,-0.12437,-33,-62.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.800,-0.19490,-146,-86.17,125.800,-0.12461,-34,-67.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.000,-0.19515,-145,-86.10,126.000,-0.12483,-34,-68.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.200,-0.19545,-146,-88.17,126.200,-0.12507,-35,-67.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.400,-0.19576,-147,-89.47,126.400,-0.12527,-34,-67.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.600,-0.19605,-147,-86.61,126.600,-0.12553,-36,-65.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.800,-0.19634,-147,-85.00,126.800,-0.12573,-34,-61.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.000,-0.19660,-146,-87.94,127.000,-0.12592,-33,-59.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.200,-0.19691,-147,-93.40,127.200,-0.12611,-32,-61.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.400,-0.19724,-149,-97.53,127.400,-0.12634,-34,-61.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.600,-0.19756,-149,-95.28,127.600,-0.12653,-33,-62.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.800,-0.19790,-149,-89.96,127.800,-0.12674,-33,-66.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.000,-0.19816,-147,-89.41,128.000,-0.12697,-34,-70.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.200,-0.19845,-147,-94.36,128.200,-0.12723,-36,-67.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.400,-0.19880,-150,-97.47,128.400,-0.12743,-34,-63.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.600,-0.19914,-149,-91.35,128.600,-0.12764,-34,-62.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.800,-0.19942,-147,-82.85,128.800,-0.12784,-33,-64.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.000,-0.19966,-146,-81.89,129.000,-0.12808,-34,-62.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.200,-0.19994,-145,-86.07,129.200,-0.12827,-34,-58.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.400,-0.20025,-147,-88.55,129.400,-0.12846,-34,-57.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.600,-0.20054,-147,-90.17,129.600,-0.12863,-32,-59.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.800,-0.20083,-146,-91.82,129.800,-0.12887,-35,-62.89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.000,-0.20117,-148,-94.07,130.000,-0.12906,-34,-64.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.200,-0.20146,-147,-95.12,130.200,-0.12929,-35,-65.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.400,-0.20179,-148,-91.32,130.400,-0.12950,-35,-65.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.600,-0.20211,-148,-87.60,130.600,-0.12974,-36,-64.30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.800,-0.20235,-145,-87.06,130.800,-0.12992,-33,-63.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.000,-0.20265,-147,-90.16,131.000,-0.13016,-34,-63.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.200,-0.20298,-149,-93.78,131.200,-0.13036,-33,-60.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.400,-0.20328,-149,-86.71,131.400,-0.13057,-33,-55.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.600,-0.20360,-149,-72.98,131.600,-0.13073,-31,-53.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.800,-0.20377,-144,-63.11,131.800,-0.13090,-30,-54.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.000,-0.20395,-142,-58.91,132.000,-0.13108,-31,-58.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.200,-0.20419,-144,-64.54,132.200,-0.13131,-32,-58.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.400,-0.20436,-142,-72.22,132.400,-0.13149,-32,-57.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.600,-0.20465,-146,-79.83,132.600,-0.13166,-31,-56.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.800,-0.20493,-147,-88.05,132.800,-0.13187,-32,-61.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.000,-0.20522,-148,-94.28,133.000,-0.13207,-32,-64.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.200,-0.20556,-150,-99.56,133.200,-0.13231,-34,-65.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.400,-0.20591,-151,-100.62,133.400,-0.13251,-33,-64.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.600,-0.20623,-149,-93.61,133.600,-0.13273,-33,-63.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.800,-0.20656,-149,-84.50,133.800,-0.13293,-32,-64.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.000,-0.20678,-146,-82.18,134.000,-0.13316,-33,-63.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.200,-0.20705,-144,-87.22,134.200,-0.13336,-32,-62.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.400,-0.20738,-148,-91.53,134.400,-0.13357,-33,-62.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.600,-0.20770,-149,-89.05,134.600,-0.13377,-32,-63.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.800,-0.20796,-147,-88.55,134.800,-0.13400,-33,-61.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.000,-0.20826,-147,-93.53,135.000,-0.13419,-32,-58.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.200,-0.20860,-150,-96.58,135.200,-0.13438,-32,-58.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.400,-0.20893,-149,-93.83,135.400,-0.13456,-31,-62.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.600,-0.20922,-148,-89.93,135.600,-0.13480,-33,-65.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.800,-0.20952,-147,-91.13,135.800,-0.13502,-33,-64.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.000,-0.20981,-147,-94.17,136.000,-0.13524,-33,-62.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.200,-0.21016,-147,-95.54,136.200,-0.13542,-32,-61.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.400,-0.21046,-146,-96.39,136.400,-0.13565,-33,-62.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.600,-0.21078,-147,-96.33,136.600,-0.13585,-32,-61.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.800,-0.21112,-148,-95.38,136.800,-0.13605,-32,-60.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.000,-0.21143,-146,-93.32,137.000,-0.13624,-31,-60.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.200,-0.21172,-146,-92.52,137.200,-0.13646,-32,-62.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.400,-0.21204,-147,-91.79,137.400,-0.13665,-32,-63.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.600,-0.21235,-147,-88.43,137.600,-0.13688,-33,-63.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.800,-0.21263,-145,-87.47,137.800,-0.13708,-32,-61.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.000,-0.21290,-145,-92.73,138.000,-0.13729,-32,-59.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.200,-0.21324,-148,-97.33,138.200,-0.13746,-31,-61.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.400,-0.21359,-149,-96.55,138.400,-0.13770,-32,-63.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.600,-0.21388,-148,-94.01,138.600,-0.13790,-32,-64.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.800,-0.21419,-148,-93.76,138.800,-0.13812,-33,-63.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.000,-0.21452,-149,-90.49,139.000,-0.13833,-33,-61.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.200,-0.21483,-148,-88.27,139.200,-0.13855,-34,-55.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.400,-0.21506,-145,-90.49,139.400,-0.13869,-31,-52.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.600,-0.21542,-149,-95.50,139.600,-0.13886,-30,-53.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.800,-0.21574,-149,-97.12,139.800,-0.13907,-32,-55.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.000,-0.21606,-148,-95.31,140.000,-0.13924,-32,-53.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.200,-0.21637,-149,-96.23,140.200,-0.13942,-32,-51.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.400,-0.21670,-149,-96.11,140.400,-0.13957,-30,-54.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.600,-0.21702,-149,-94.75,140.600,-0.13976,-31,-60.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.800,-0.21733,-148,-92.46,140.800,-0.13999,-34,-62.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.000,-0.21763,-148,-92.59,141.000,-0.14022,-35,-56.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.200,-0.21793,-147,-95.12,141.200,-0.14038,-33,-51.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.400,-0.21826,-147,-97.72,141.400,-0.14052,-31,-54.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.600,-0.21860,-148,-96.71,141.600,-0.14072,-33,-63.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.800,-0.21892,-148,-93.16,141.800,-0.14095,-34,-73.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.000,-0.21921,-147,-91.89,142.000,-0.14122,-38,-75.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.200,-0.21952,-147,-93.60,142.200,-0.14149,-38,-70.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.400,-0.21984,-148,-93.41,142.400,-0.14169,-36,-62.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.600,-0.22016,-148,-90.49,142.600,-0.14189,-35,-58.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.800,-0.22043,-147,-74.09,142.800,-0.14207,-33,-60.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.000,-0.22074,-147,-45.16,143.000,-0.14229,-33,-63.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.200,-0.22075,-138,-16.35,143.200,-0.14251,-34,-63.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.400,-0.22075,-132,0.04,143.400,-0.14273,-34,-59.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.600,-0.22075,-128,,143.600,-0.14290,-33,-57.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.800,-0.14309,-32,-58.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.000,-0.14330,-33,-60.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.200,-0.14349,-33,-60.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.400,-0.14371,-35,-57.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.600,-0.14388,-33,-54.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.800,-0.14407,-33,-52.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.000,-0.14423,-32,-53.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.200,-0.14442,-32,-54.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.400,-0.14460,-33,-57.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.600,-0.14478,-33,-60.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.800,-0.14501,-35,-64.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.000,-0.14522,-35,-63.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.200,-0.14544,-36,-61.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.400,-0.14563,-34,-59.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.600,-0.14584,-35,-58.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.800,-0.14601,-33,-60.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.000,-0.14623,-35,-64.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.200,-0.14646,-36,-66.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.400,-0.14668,-36,-66.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.600,-0.14689,-35,-64.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.800,-0.14712,-35,-62.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.000,-0.14732,-34,-60.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.200,-0.14751,-34,-61.12
