"Time (s) Brass","Position (m) Brass","Force (N) Brass","Speed (mm/min) Brass","Time (s) Black Coupon #1 {bad}","Position (m) Black Coupon #1 {bad}","Force (N) Black Coupon #1 {bad}","Speed (mm/min) Black Coupon #1 {bad}","Time (s) Clear Coupon","Position (m) Clear Coupon","Force (N) Clear Coupon","Speed (mm/min) Clear Coupon","Time (s) Blue Coupon","Position (m) Blue Coupon","Force (N) Blue Coupon","Speed (mm/min) Blue Coupon","Time (s) Orange Coupon","Position (m) Orange Coupon","Force (N) Orange Coupon","Speed (mm/min) Orange Coupon","Time (s) Short I-beam #1","Position (m) Short I-beam #1","Force (N) Short I-beam #1","Speed (mm/min) Short I-beam #1","Time (s) Short I-beam #2","Position (m) Short I-beam #2","Force (N) Short I-beam #2","Speed (mm/min) Short I-beam #2","Time (s) Long I-beam #1","Position (m) Long I-beam #1","Force (N) Long I-beam #1","Speed (mm/min) Long I-beam #1","Time (s) Long I-beam #2","Position (m) Long I-beam #2","Force (N) Long I-beam #2","Speed (mm/min) Long I-beam #2","Time (s) Polyethylene #1","Position (m) Polyethylene #1","Force (N) Polyethylene #1","Speed (mm/min) Polyethylene #1","Time (s) Polyethylene #2","Position (m) Polyethylene #2","Force (N) Polyethylene #2","Speed (mm/min) Polyethylene #2","Time (s) Polyethylene #3","Position (m) Polyethylene #3","Force (N) Polyethylene #3","Speed (mm/min) Polyethylene #3","Time (s) Black coupon #2","Position (m) Black coupon #2","Force (N) Black coupon #2","Speed (mm/min) Black coupon #2"
10.000,-0.01064,2015,-52.40,10.000,-6.33276E-4,133,6.75,10.000,-4.39364E-4,34,-3.21,10.000,-5.03225E-5,4,0.00,10.000,0.00177,97,35.57,10.000,-6.87282E-4,789,9.09,10.000,-3.66230E-5,1,-0.91,10.000,-9.32066E-4,527,18.55,10.000,-0.00172,345,19.92,10.000,0.00744,-2,66.72,10.000,0.00788,115,85.87,10.000,0.01276,157,123.96,,,,
10.200,-0.01083,2018,-68.62,10.200,-6.07315E-4,134,7.75,10.200,-4.42569E-4,35,-0.71,10.200,-5.03225E-5,4,2.11,10.200,0.00188,97,32.47,10.200,-6.57670E-4,811,8.42,10.200,-4.87599E-5,2,-0.30,10.200,-8.68395E-4,541,20.80,10.200,-0.00164,366,24.82,10.200,0.00768,-2,0.56,10.200,0.00816,113,84.59,10.200,0.01318,153,123.06,,,,
10.400,-0.01107,2023,-124.82,10.400,-5.82151E-4,135,7.89,10.400,-4.46085E-4,37,0.81,10.400,-2.62594E-5,3,3.31,10.400,0.00198,97,28.99,10.400,-6.32638E-4,828,7.34,10.400,-3.66230E-5,1,-0.30,10.400,-7.97784E-4,555,21.36,10.400,-0.00154,386,27.32,10.400,0.00787,1,-101.75,10.400,0.00843,114,82.03,10.400,0.01358,153,121.11,,,,
10.600,-0.01158,2032,-136.53,10.600,-5.51036E-4,135,7.79,10.600,-4.40796E-4,37,1.80,10.600,-2.02217E-5,2,3.02,10.600,0.00208,96,27.79,10.600,-6.08057E-4,846,6.69,10.600,-4.26959E-5,2,-0.30,10.600,-7.23169E-4,572,22.61,10.600,-0.00145,405,27.67,10.600,0.00681,64,-154.08,10.600,0.00872,107,78.25,10.600,0.01399,150,119.87,,,,
10.800,-0.01238,2046,-99.34,10.800,-5.31819E-4,138,8.05,10.800,-4.24921E-4,37,1.66,10.800,-1.41752E-5,2,1.51,10.800,0.00216,97,29.04,10.800,-5.90105E-4,861,6.41,10.800,-4.87599E-5,2,-0.91,10.800,-6.50176E-4,588,22.83,10.800,-0.00136,425,23.60,10.800,0.00628,116,-115.98,10.800,0.00896,106,75.06,10.800,0.01438,149,120.20,,,,
11.000,-0.01225,2043,-99.36,11.000,-5.01851E-4,140,9.16,11.000,-4.27819E-4,38,0.46,11.000,-2.05586E-6,2,1.21,11.000,0.00226,98,32.63,11.000,-5.66338E-4,879,6.28,11.000,-4.26959E-5,2,-0.91,11.000,-5.63848E-4,608,21.58,11.000,-0.00127,443,17.23,11.000,0.00619,140,-34.07,11.000,0.00920,107,75.98,11.000,0.01479,151,120.77,,,,
11.200,-0.01239,2046,-117.05,11.200,-4.70323E-4,142,11.23,11.200,-4.25784E-4,39,-0.09,11.200,-1.41752E-5,2,0.61,11.200,0.00238,100,35.43,11.200,-5.46211E-4,896,6.39,11.200,-5.48152E-5,2,-0.91,11.200,-5.00531E-4,625,20.76,11.200,-0.00126,445,12.65,11.200,0.00617,167,5.23,11.200,0.00946,110,79.72,11.200,0.01519,149,119.35,,,,
11.400,-0.01356,2064,-112.32,11.400,-4.29405E-4,143,13.53,11.400,-4.30709E-4,40,0.20,11.400,4.01704E-6,1,0.91,11.400,0.00251,98,35.30,11.400,-5.26337E-4,912,6.34,11.400,-5.48152E-5,2,-1.81,11.400,-4.41271E-4,637,19.72,11.400,-0.00121,453,13.28,11.400,0.00624,186,21.80,11.400,0.00974,108,80.37,11.400,0.01559,150,117.22,,,,
11.600,-0.01341,2062,-56.84,11.600,-3.79595E-4,144,15.89,11.600,-4.23735E-4,40,-0.62,11.600,-8.11995E-6,2,0.61,11.600,0.00262,98,35.08,11.600,-5.02403E-4,928,6.26,11.600,-5.48152E-5,2,-1.51,11.600,-3.57637E-4,662,18.40,11.600,-0.00116,463,15.81,11.600,0.00634,203,31.80,11.600,0.01001,104,78.75,11.600,0.01596,148,116.01,,,,
11.800,-0.01347,2063,-3.96,11.800,-3.21959E-4,144,16.46,11.800,-4.25919E-4,41,-1.92,11.800,1.00988E-5,1,0.00,11.800,0.00273,100,35.79,11.800,-4.83433E-4,948,6.19,11.800,-7.89485E-5,3,-0.30,11.800,-3.12286E-4,674,16.55,11.800,-0.00110,476,15.84,11.800,0.00646,212,37.53,11.800,0.01026,107,76.83,11.800,0.01636,149,116.67,,,,
12.000,-0.01361,2065,-13.69,12.000,-2.59895E-4,141,15.09,12.000,-4.43027E-4,43,-2.00,12.000,-8.11995E-6,2,-0.30,12.000,0.00286,98,37.38,12.000,-4.63882E-4,960,6.51,12.000,-6.08617E-5,2,1.21,12.000,-2.61428E-4,688,14.98,12.000,-0.00105,484,16.48,12.000,0.00659,219,42.09,12.000,0.01052,105,75.06,12.000,0.01674,147,119.00,,,,
12.200,-0.01344,2063,-39.74,12.200,-2.19911E-4,140,12.66,12.200,-4.49851E-4,44,-0.41,12.200,4.01704E-6,1,-0.91,12.200,0.00298,99,38.35,12.200,-4.41133E-4,977,6.99,12.200,-5.48152E-5,2,2.42,12.200,-2.06560E-4,705,14.53,12.200,-0.00100,494,17.24,12.200,0.00674,228,47.45,12.200,0.01077,102,72.05,12.200,0.01714,149,119.70,,,,
12.400,-0.01372,2067,-109.07,12.400,-1.79824E-4,139,10.86,12.400,-4.39891E-4,44,0.83,12.400,-8.11995E-6,2,0.00,12.400,0.00311,100,39.23,12.400,-4.14503E-4,997,6.95,12.400,-5.48152E-5,2,1.21,12.400,-1.63666E-4,718,12.88,12.400,-9.27064E-4,511,18.19,12.400,0.00690,233,53.73,12.400,0.01100,102,68.10,12.400,0.01755,145,118.73,,,,
12.600,-0.01416,2074,-167.69,12.600,-1.48796E-4,141,10.77,12.600,-4.37270E-4,45,0.17,12.600,-8.11995E-6,2,0.91,12.600,0.00325,100,38.68,12.600,-3.93059E-4,1007,6.91,12.600,-3.66230E-5,1,0.30,12.600,-1.19390E-4,732,10.98,12.600,-8.77901E-4,520,19.10,12.600,0.00709,241,59.96,12.600,0.01122,101,65.19,12.600,0.01794,147,118.57,,,,
12.800,-0.01507,2087,-167.77,12.800,-1.13845E-4,141,11.70,12.800,-4.39028E-4,45,-1.38,12.800,4.01704E-6,1,0.91,12.800,0.00338,98,36.58,12.800,-3.72892E-4,1023,7.17,12.800,-5.48152E-5,2,-8.81E-4,12.800,-9.09949E-5,742,10.19,12.800,-8.13722E-4,533,19.86,12.800,0.00730,244,64.85,12.800,0.01143,99,65.23,12.800,0.01832,147,120.63,,,,
13.000,-0.01544,2092,-125.20,13.000,-7.04725E-5,143,13.04,13.000,-4.47313E-4,47,-1.90,13.000,1.00988E-5,1,0.61,13.000,0.00348,99,35.26,13.000,-3.44461E-4,1040,7.68,13.000,-4.87599E-5,2,-8.81E-4,13.000,-5.95711E-5,752,10.79,13.000,-7.32853E-4,551,18.72,13.000,0.00753,248,66.86,13.000,0.01164,102,68.94,13.000,0.01875,148,123.26,,,,
13.200,-0.01580,2096,-105.51,13.200,-2.41175E-5,143,14.07,13.200,-4.57394E-4,48,-1.12,13.200,-8.11995E-6,2,0.06,13.200,0.00360,99,35.05,13.200,-3.19739E-4,1050,8.05,13.200,-4.26959E-5,2,-0.30,13.200,-1.96435E-5,766,11.19,13.200,-6.74948E-4,565,16.42,13.200,0.00776,249,66.44,13.200,0.01188,105,73.96,13.200,0.01916,147,121.90,,,,
13.400,-0.01594,2098,-113.05,13.400,2.23396E-5,143,14.71,13.400,-4.56938E-4,49,0.49,13.400,1.61893E-5,1,-3.35,13.400,0.00373,97,35.73,13.400,-2.92648E-4,1061,8.35,13.400,-4.87599E-5,2,-0.61,13.400,2.51340E-5,781,9.77,13.400,-6.42194E-4,571,14.12,13.400,0.00798,250,64.70,13.400,0.01215,105,76.94,13.400,0.01957,144,117.53,,,,
13.600,-0.01668,2108,-76.39,13.600,7.47853E-5,143,15.54,13.600,-4.51903E-4,49,1.28,13.600,-8.40228E-7,2,-9.75,13.600,0.00384,99,37.22,13.600,-2.63674E-4,1076,8.60,13.600,-6.08617E-5,2,-0.61,13.600,4.80316E-5,794,8.52,13.600,-5.76030E-4,587,12.73,13.600,0.00819,247,60.36,13.600,0.01240,103,76.64,13.600,0.01994,146,116.08,,,,
13.800,-0.01681,2110,-31.82,13.800,1.24746E-4,142,15.87,13.800,-4.43013E-4,49,0.72,13.800,-6.41489E-5,6,-9.56,13.800,0.00396,100,40.13,13.800,-2.33463E-4,1092,9.13,13.800,-4.26959E-5,2,-0.30,13.800,6.82172E-5,798,9.11,13.800,-5.49370E-4,594,12.81,13.800,0.00840,248,54.78,13.800,0.01266,101,76.61,13.800,0.02032,144,117.85,,,,
14.000,-0.01645,2105,-31.24,14.000,1.84321E-4,139,14.52,14.000,-4.45660E-4,50,0.53,14.000,-1.22799E-4,10,1.15,14.000,0.00411,101,41.72,14.000,-2.06880E-4,1100,10.85,14.000,-6.08617E-5,2,-0.30,14.000,1.07668E-4,813,10.37,14.000,-5.13175E-4,601,13.74,14.000,0.00855,242,53.39,14.000,0.01291,104,77.08,14.000,0.02073,147,121.10,,,,
14.200,-0.01681,2110,-89.90,14.200,2.30181E-4,138,12.52,14.200,-4.48840E-4,51,0.73,14.200,-5.29863E-5,11,12.81,14.200,0.00426,98,41.21,14.200,-1.66820E-4,1114,13.57,14.200,-5.48152E-5,2,-8.80E-4,14.200,1.47617E-4,832,10.86,14.200,-4.48924E-4,617,15.51,14.200,0.00871,244,55.65,14.200,0.01318,103,75.54,14.200,0.02114,146,121.21,,,,
14.400,-0.01731,2116,-160.16,14.400,2.59845E-4,139,11.87,14.400,-4.35511E-4,51,1.62,14.400,1.10880E-5,11,19.75,14.400,0.00438,98,40.89,14.400,-1.13308E-4,1139,15.10,14.400,-5.48152E-5,2,0.30,14.400,1.76107E-4,845,11.09,14.400,-4.01739E-4,630,16.06,14.400,0.00894,246,59.51,14.400,0.01343,100,73.76,14.400,0.02154,146,120.10,,,,
14.600,-0.01775,2121,-185.25,14.600,2.99601E-4,139,12.22,14.600,-4.38647E-4,51,1.60,14.600,5.81855E-5,13,24.71,14.600,0.00452,100,41.43,14.600,-5.57066E-5,1163,16.00,14.600,-4.87599E-5,2,-0.91,14.600,2.17064E-4,863,11.99,14.600,-3.50516E-4,643,16.54,14.600,0.00912,242,61.30,14.600,0.01365,105,72.40,14.600,0.02193,144,120.48,,,,
14.800,-0.01871,2133,-169.96,14.800,3.52215E-4,136,12.33,14.800,-4.23407E-4,51,1.50,14.800,1.60950E-4,12,25.73,14.800,0.00467,99,39.32,14.800,-1.60930E-5,1172,17.46,14.800,-6.08617E-5,2,-0.91,14.800,2.60069E-4,885,12.15,14.800,-2.90428E-4,660,18.03,14.800,0.00933,242,63.64,14.800,0.01391,101,72.04,14.800,0.02234,148,123.80,,,,
15.000,-0.01911,2137,-101.73,15.000,3.82310E-4,138,11.81,15.000,-4.29019E-4,52,1.53,15.000,2.91321E-4,10,15.42,15.000,0.00480,97,35.82,15.000,5.59593E-5,1194,18.71,15.000,-6.68994E-5,3,0.91,15.000,3.03464E-4,906,10.72,15.000,-2.29425E-4,678,18.33,15.000,0.00954,241,65.08,15.000,0.01414,100,71.62,15.000,0.02275,147,124.87,,,,
15.200,-0.01935,2140,-16.04,15.200,4.23653E-4,140,12.60,15.200,-4.15090E-4,52,0.79,15.200,2.92461E-4,13,-0.24,15.200,0.00489,99,33.50,15.200,1.24273E-4,1214,17.99,15.200,-5.48152E-5,2,2.12,15.200,3.32632E-4,923,9.40,15.200,-1.62183E-4,699,16.15,15.200,0.00978,240,64.80,15.200,0.01437,101,71.91,15.200,0.02320,146,119.49,,,,
15.400,-0.01915,2138,-59.58,15.400,4.64397E-4,142,14.99,15.400,-4.16270E-4,52,1.11,15.400,2.35156E-4,18,-9.73,15.400,0.00502,98,33.66,15.400,1.78190E-4,1224,15.11,15.400,-3.66230E-5,1,0.91,15.400,3.58918E-4,934,9.17,15.400,-1.12189E-4,716,12.31,15.400,0.00997,235,65.87,15.400,0.01462,102,74.98,15.400,0.02357,140,112.45,,,,
15.600,-0.01900,2136,-189.39,15.600,5.22128E-4,141,16.70,15.600,-4.20447E-4,53,0.96,15.600,2.12274E-4,22,-13.51,15.600,0.00512,99,34.64,15.600,2.21449E-4,1230,12.75,15.600,-4.87599E-5,2,-0.91,15.600,3.92618E-4,950,9.77,15.600,-8.47447E-5,725,9.72,15.600,0.01020,237,67.74,15.600,0.01487,105,78.64,15.600,0.02391,142,111.73,,,,
15.800,-0.02065,2154,-247.11,15.800,5.83695E-4,139,17.53,15.800,-4.01545E-4,53,0.95,15.800,1.76877E-4,27,-10.56,15.800,0.00524,98,34.03,15.800,2.61031E-4,1234,10.74,15.800,-5.48152E-5,2,-1.21,15.800,4.26912E-4,965,9.73,15.800,-6.05852E-5,733,10.22,15.800,0.01044,234,68.74,15.800,0.01514,104,81.63,15.800,0.02428,145,119.08,,,,
16.000,-0.02163,2164,-217.54,16.000,6.38452E-4,137,16.38,16.000,-4.10647E-4,54,0.53,16.000,8.05690E-5,34,3.19,16.000,0.00536,98,33.25,16.000,2.96412E-4,1239,11.23,16.000,-5.48152E-5,2,-0.91,16.000,4.60081E-4,979,9.05,16.000,-1.93736E-5,747,10.92,16.000,0.01066,231,66.89,16.000,0.01542,104,81.71,16.000,0.02471,149,126.19,,,,
16.200,-0.02146,2162,-225.12,16.200,6.98688E-4,134,14.17,16.200,-4.07132E-4,55,0.37,16.200,1.55591E-4,33,20.07,16.200,0.00546,98,34.72,16.200,3.17999E-4,1234,12.25,16.200,-5.48152E-5,2,-0.91,16.200,4.86074E-4,991,8.22,16.200,2.68450E-5,763,9.56,16.200,0.01088,229,66.19,16.200,0.01570,102,79.00,16.200,0.02515,144,126.99,,,,
16.400,-0.02254,2173,-234.49,16.400,7.34696E-4,134,12.27,16.400,-4.04188E-4,55,0.69,16.400,2.97331E-4,30,28.29,16.400,0.00557,100,37.93,16.400,3.89180E-4,1253,12.37,16.400,-6.68994E-5,3,-0.60,16.400,5.14368E-4,1001,7.85,16.400,4.61340E-5,772,7.50,16.400,0.01110,225,68.66,16.400,0.01595,99,77.27,16.400,0.02557,143,124.08,,,,
16.600,-0.02424,2189,-157.16,16.600,7.70832E-4,134,11.83,16.600,-4.00545E-4,56,1.13,16.600,3.61506E-4,29,24.72,16.600,0.00573,99,40.78,16.600,4.13232E-4,1256,12.74,16.600,-6.08617E-5,2,-4.39E-4,16.600,5.36954E-4,1010,8.74,16.600,6.50198E-5,778,7.02,16.600,0.01133,221,71.91,16.600,0.01620,104,77.18,16.600,0.02596,143,124.17,,,,
16.800,-0.02354,2183,-40.93,16.800,8.11718E-4,134,12.50,16.800,-4.03373E-4,57,2.52,16.800,4.40367E-4,29,22.18,16.800,0.00585,100,41.47,16.800,4.48658E-4,1255,14.17,16.800,-6.08617E-5,2,0.00,16.800,5.66296E-4,1021,9.96,16.800,9.25351E-5,785,7.91,16.800,0.01159,219,73.08,16.800,0.01647,101,78.03,16.800,0.02638,145,130.08,,,,
17.000,-0.02361,2184,58.13,17.000,8.58295E-4,132,12.58,17.000,-3.85305E-4,56,3.34,17.000,5.07042E-4,29,21.05,17.000,0.00599,99,41.51,17.000,5.13302E-4,1271,16.60,17.000,-6.08617E-5,2,-0.91,17.000,6.08911E-4,1036,11.06,17.000,1.20751E-4,798,8.29,17.000,0.01183,211,73.43,17.000,0.01672,100,77.81,17.000,0.02682,144,134.41,,,,
17.200,-0.02400,2187,107.57,17.200,8.97197E-4,134,13.65,17.200,-3.68958E-4,56,3.56,17.200,5.95427E-4,28,17.58,17.200,0.00613,100,42.96,17.200,5.72566E-4,1280,17.44,17.200,-6.68994E-5,3,-1.51,17.200,6.41651E-4,1053,11.18,17.200,1.48653E-4,809,7.92,17.200,0.01206,205,72.27,17.200,0.01698,100,76.98,17.200,0.02731,143,133.07,,,,
17.400,-0.02262,2174,175.72,17.400,9.37050E-4,136,16.52,17.400,-3.68160E-4,56,3.15,17.400,6.27522E-4,30,14.63,17.400,0.00628,100,42.93,17.400,6.21379E-4,1287,20.24,17.400,-7.29283E-5,3,-0.60,17.400,6.82799E-4,1066,10.48,17.400,1.74681E-4,821,7.52,17.400,0.01233,201,69.59,17.400,0.01724,100,76.40,17.400,0.02772,144,127.43,,,,
17.600,-0.02237,2172,176.94,17.600,0.00101,134,19.25,17.600,-3.49273E-4,56,3.30,17.600,6.71497E-4,32,11.72,17.600,0.00642,99,41.95,17.600,6.89391E-4,1297,24.03,17.600,-7.89485E-5,3,0.91,17.600,7.15942E-4,1079,10.22,17.600,1.96991E-4,831,7.26,17.600,0.01254,195,66.81,17.600,0.01749,100,74.39,17.600,0.02815,143,122.20,,,,
17.800,-0.02172,2165,118.48,17.800,0.00108,131,21.43,17.800,-3.41955E-4,56,2.77,17.800,7.23583E-4,34,4.71,17.800,0.00656,100,40.42,17.800,8.01351E-4,1318,26.15,17.800,-6.08617E-5,2,1.51,17.800,7.44208E-4,1087,10.41,17.800,2.22793E-4,842,6.84,17.800,0.01274,191,68.33,17.800,0.01774,99,73.83,17.800,0.02854,142,119.40,,,,
18.000,-0.02136,2162,-139.87,18.000,0.00114,130,27.22,18.000,-3.29255E-4,56,2.70,18.000,7.33760E-4,37,-8.76,18.000,0.00669,100,39.29,18.000,8.73243E-4,1323,24.26,18.000,-6.08617E-5,2,-1.18,18.000,7.84579E-4,1097,11.35,18.000,2.45768E-4,850,6.43,18.000,0.01298,191,73.93,18.000,0.01797,102,74.57,18.000,0.02893,141,118.55,,,,
18.200,-0.02127,2161,-420.75,18.200,0.00123,126,168.68,18.200,-3.32745E-4,58,2.34,18.200,6.59522E-4,45,-20.98,18.200,0.00682,99,37.91,18.200,9.60589E-4,1330,20.57,18.200,-6.08617E-5,2,-25.71,18.200,8.22452E-4,1108,12.66,18.200,2.62625E-4,857,5.46,18.200,0.01325,188,77.26,18.200,0.01824,100,74.20,18.200,0.02932,142,121.39,,,,
18.400,-0.02562,2202,-567.37,18.400,0.00140,114,301.79,18.400,-3.04573E-4,57,2.65,18.400,5.60377E-4,55,-26.50,18.400,0.00695,99,36.43,18.400,0.00102,1323,16.90,18.400,-1.02568E-4,4,-23.49,18.400,8.64723E-4,1120,13.47,18.400,2.85718E-4,867,5.13,18.400,0.01351,182,77.62,18.400,0.01848,99,72.29,18.400,0.02974,143,125.38,,,,
18.600,-0.02587,2204,-496.97,18.600,0.00419,-25,291.89,18.600,-3.19936E-4,59,3.65,18.600,4.77440E-4,64,-26.65,18.600,0.00706,99,34.36,18.600,0.00107,1311,11.43,18.600,-5.33401E-4,24,-23.28,18.600,9.17223E-4,1136,13.76,18.600,2.92006E-4,868,5.96,18.600,0.01376,178,78.47,18.600,0.01871,101,69.51,18.600,0.03016,145,126.99,,,,
18.800,-0.02810,2223,-317.27,18.800,0.00421,-25,146.63,18.800,-2.89133E-4,58,3.12,18.800,3.85790E-4,75,-24.02,18.800,0.00718,96,34.14,18.800,0.00110,1284,24.10,18.800,-5.81739E-5,6,-42.33,18.800,9.59131E-4,1147,13.45,18.800,3.18931E-4,880,7.67,18.800,0.01403,173,82.41,18.800,0.01895,98,68.44,18.800,0.03060,144,122.56,,,,
19.000,-0.02873,2228,-198.77,19.000,0.00426,-25,5.92,19.000,-2.75163E-4,58,3.97,19.000,3.01049E-4,85,-20.55,19.000,0.00727,99,36.98,19.000,0.00110,1228,233.90,19.000,-5.70935E-4,33,-73.75,19.000,0.00100,1157,13.14,19.000,3.48680E-4,892,9.08,19.000,0.01430,170,86.61,19.000,0.01917,97,68.31,19.000,0.03100,142,118.15,,,,
19.200,-0.02911,2231,-91.10,19.200,0.00427,-26,2.20,19.200,-2.87036E-4,59,3.00,19.200,2.56287E-4,93,-16.42,19.200,0.00741,101,40.60,19.200,0.00146,558,426.45,19.200,-9.11662E-4,54,-95.73,19.200,0.00105,1167,12.86,19.200,3.82453E-4,909,9.10,19.200,0.01461,164,89.93,19.200,0.01940,98,69.30,19.200,0.03135,140,117.97,,,,
19.400,-0.02883,2229,-169.07,19.400,0.00426,-25,-1.74,19.400,-2.42575E-4,58,3.53,19.400,1.96001E-4,104,-12.48,19.400,0.00756,102,42.39,19.400,0.00539,-40,406.44,19.400,-0.00115,72,-74.68,19.400,0.00109,1176,12.06,19.400,4.10073E-4,922,9.33,19.400,0.01490,163,91.43,19.400,0.01963,100,69.79,19.400,0.03177,145,122.35,,,,
19.600,-0.02982,2237,-254.16,19.600,0.00426,-25,-2.13,19.600,-2.61636E-4,59,3.44,19.600,1.62509E-4,111,-8.94,19.600,0.00770,100,40.09,19.600,0.00535,-39,193.13,19.600,-0.00139,92,-62.87,19.600,0.00113,1182,11.32,19.600,4.39475E-4,939,9.95,19.600,0.01522,158,89.69,19.600,0.01987,97,69.48,19.600,0.03219,142,124.35,,,,
19.800,-0.03140,2249,-291.48,19.800,0.00423,-25,-0.71,19.800,-2.30013E-4,59,3.72,19.800,1.45282E-4,115,-6.30,19.800,0.00783,99,38.34,19.800,0.00535,-39,0.48,19.800,-0.00159,112,-51.66,19.800,0.00116,1188,11.36,19.800,4.78214E-4,954,10.74,19.800,0.01552,152,86.56,19.800,0.02009,99,70.28,19.800,0.03261,143,121.86,,,,
20.000,-0.03163,2250,-239.24,20.000,0.00425,-25,0.71,20.000,-2.30887E-4,60,3.94,20.000,1.28288E-4,123,-6.12,20.000,0.00795,100,38.14,20.000,0.00536,-39,3.85,20.000,-0.00174,132,-38.18,20.000,0.00120,1194,11.62,20.000,5.13303E-4,972,10.32,20.000,0.01579,153,83.37,20.000,0.02033,101,71.91,20.000,0.03300,143,117.60,,,,
20.200,-0.03285,2259,-170.19,20.200,0.00425,-25,1.77,20.200,-1.98898E-4,59,2.54,20.200,1.04284E-4,135,-4.94,20.200,0.00808,99,39.62,20.200,0.00538,-40,1.16,20.200,-0.00184,151,-25.58,20.200,0.00125,1202,12.04,20.200,5.51100E-4,991,9.83,20.200,0.01607,152,80.92,20.200,0.02058,99,74.13,20.200,0.03340,142,116.68,,,,
20.400,-0.03315,2261,-97.39,20.400,0.00426,-25,0.71,20.400,-2.13893E-4,61,2.70,20.400,8.10589E-5,149,-2.03,20.400,0.00821,102,40.86,20.400,0.00539,-40,-1.92,20.400,-0.00190,165,-16.31,20.400,0.00128,1207,13.90,20.400,5.72921E-4,997,9.72,20.400,0.01634,146,77.65,20.400,0.02082,101,74.60,20.400,0.03376,140,119.13,,,,
20.600,-0.03328,2262,-24.30,20.600,0.00426,-26,-0.71,20.600,-1.96113E-4,61,3.58,20.600,9.36708E-5,156,1.91,20.600,0.00836,102,39.84,20.600,0.00534,-39,-2.70,20.600,-0.00194,178,-11.63,20.600,0.00133,1214,16.42,20.600,6.15245E-4,1013,9.79,20.600,0.01659,145,74.42,20.600,0.02108,99,74.28,20.600,0.03419,142,123.67,,,,
20.800,-0.03314,2261,-101.89,20.800,0.00425,-25,-1.42,20.800,-1.79603E-4,61,3.45,20.800,9.82724E-5,163,6.21,20.800,0.00849,100,37.47,20.800,0.00536,-39,-2.66,20.800,-0.00197,195,-9.61,20.800,0.00140,1229,17.39,20.800,6.43641E-4,1024,9.96,20.800,0.01683,147,73.99,20.800,0.02132,100,72.15,20.800,0.03459,143,128.16,,,,
21.000,-0.03335,2263,-247.13,21.000,0.00424,-25,-0.36,21.000,-1.61506E-4,61,1.92,21.000,1.25179E-4,167,11.87,21.000,0.00860,99,34.79,21.000,0.00536,-39,0.12,21.000,-0.00201,215,-7.02,21.000,0.00146,1239,16.62,21.000,6.76266E-4,1034,9.58,21.000,0.01708,146,75.29,21.000,0.02156,98,71.20,21.000,0.03503,146,130.95,,,,
21.200,-0.03513,2275,-408.25,21.200,0.00425,-25,0.68,21.200,-1.79542E-4,64,2.82,21.200,1.73839E-4,176,20.21,21.200,0.00872,100,33.87,21.200,0.00533,-38,1.68,21.200,-0.00202,235,-2.40,21.200,0.00150,1243,15.57,21.200,7.11148E-4,1046,9.66,21.200,0.01733,144,76.03,21.200,0.02177,100,73.74,21.200,0.03547,144,133.38,,,,
21.400,-0.03624,2283,-326.92,21.400,0.00426,-25,-0.67,21.400,-1.57702E-4,64,4.74,21.400,2.55474E-4,178,27.48,21.400,0.00883,100,34.33,21.400,0.00538,-39,1.61,21.400,-0.00202,254,3.93,21.400,0.00156,1251,15.09,21.400,7.39350E-4,1054,9.35,21.400,0.01758,144,75.17,21.400,0.02205,100,76.82,21.400,0.03593,146,134.77,,,,
21.600,-0.03841,2296,-38.37,21.600,0.00425,-25,-2.36,21.600,-1.27076E-4,63,5.81,21.600,3.72218E-4,172,30.66,21.600,0.00894,102,35.93,21.600,0.00537,-39,0.85,21.600,-0.00200,278,9.73,21.600,0.00161,1255,14.68,21.600,7.73698E-4,1064,8.87,21.600,0.01784,144,74.05,21.600,0.02231,100,76.91,21.600,0.03637,144,135.36,,,,
21.800,-0.03660,2285,-8.78,21.800,0.00423,-26,-2.34,21.800,-1.19217E-4,64,5.39,21.800,4.76486E-4,165,29.55,21.800,0.00907,104,36.79,21.800,0.00534,-38,1.75,21.800,-0.00195,310,14.57,21.800,0.00165,1257,13.82,21.800,8.00652E-4,1072,9.00,21.800,0.01808,144,73.92,21.800,0.02256,100,74.01,21.800,0.03683,145,135.13,,,,
22.000,-0.03554,2278,-221.83,22.000,0.00423,-26,-1.33,22.000,-1.01916E-4,64,4.53,22.000,5.66108E-4,157,29.17,22.000,0.00920,103,35.91,22.000,0.00538,-39,2.99,22.000,-0.00190,331,18.55,22.000,0.00170,1260,12.98,22.000,8.27265E-4,1078,9.34,22.000,0.01832,146,73.77,22.000,0.02280,99,74.37,22.000,0.03727,141,135.48,,,,
22.200,-0.03929,2302,-337.82,22.200,0.00423,-26,-1.07,22.200,-7.50098E-5,64,5.01,22.200,6.52630E-4,159,34.92,22.200,0.00931,100,34.18,22.200,0.00541,-39,2.13,22.200,-0.00183,356,21.77,22.200,0.00174,1258,13.36,22.200,8.65844E-4,1089,10.35,22.200,0.01858,143,73.42,22.200,0.02304,101,76.70,22.200,0.03773,144,135.23,,,,
